R, 29, 30, 31, 32, 33, 34, 35
7E02, 1.734E-16,    --    ,    --    ,    --    ,    --    ,    --    ,    --    
8E02, 2.623E-16,    --    ,    --    ,    --    ,    --    ,    --    ,    --    
9E02, 4.102E-16, 1.251E-16,    --    ,    --    ,    --    ,    --    ,    --    
1E03, 6.048E-16, 1.872E-16, 6.218E-17,    --    ,    --    ,    --    ,    --    
2E03, 5.999E-15, 2.034E-15, 6.893E-16, 2.336E-16, 7.931E-17,    --    ,    --    
3E03, 1.914E-14, 6.805E-15, 2.418E-15, 8.588E-16, 3.050E-16, 1.083E-16,    --    
4E03, 4.067E-14, 1.492E-14, 5.468E-15, 2.003E-15, 7.338E-16, 2.687E-16,    --    
5E03, 7.036E-14, 2.641E-14, 9.905E-15, 3.713E-15, 1.392E-15, 5.213E-16, 1.954E-16
6E03, 1.077E-13, 4.117E-14, 1.572E-14, 6.002E-15, 2.290E-15, 8.735E-16, 3.332E-16
7E03, 1.522E-13, 5.904E-14, 2.288E-14, 8.864E-15, 3.432E-15, 1.328E-15, 5.141E-16
8E03, 2.033E-13, 7.983E-14, 3.132E-14, 1.229E-14, 4.817E-15, 1.887E-15, 7.394E-16
9E03, 2.604E-13, 1.033E-13, 4.099E-14, 1.625E-14, 6.439E-15, 2.550E-15, 1.010E-15
1E04, 3.231E-13, 1.294E-13, 5.181E-14, 2.073E-14, 8.292E-15, 3.315E-15, 1.325E-15
2E04, 1.176E-12, 4.990E-13, 2.115E-13, 8.963E-14, 3.796E-14, 1.607E-14, 6.800E-15
3E04, 2.288E-12, 1.000E-12, 4.370E-13, 1.909E-13, 8.333E-14, 3.636E-14, 1.586E-14
4E04, 3.537E-12, 1.578E-12, 7.037E-13, 3.137E-13, 1.397E-13, 6.222E-14, 2.769E-14
5E04, 4.866E-12, 2.204E-12, 9.978E-13, 4.515E-13, 2.042E-13, 9.230E-14, 4.170E-14
6E04, 6.242E-12, 2.861E-12, 1.311E-12, 6.002E-13, 2.747E-13, 1.257E-13, 5.746E-14
