R, 22, 23, 24, 25, 26, 27, 28
8E01, 8.733E-17,    --    ,    --    ,    --    ,    --    ,    --    ,    --    
9E01, 1.742E-16,    --    ,    --    ,    --    ,    --    ,    --    ,    --    
1E02, 3.153E-16, 6.218E-17,    **    ,    --    ,    --    ,    --    ,    --    
2E02, 9.385E-15, 2.191E-15, 5.111E-16, 1.192E-16,    --    ,    --    ,    --    
3E02, 4.857E-14, 1.234E-14, 3.131E-15, 7.939E-16, 2.012E-16,    --    ,    --    
4E02, 1.377E-13, 3.693E-14, 9.895E-15, 2.649E-15, 7.087E-16, 1.896E-16,    --    
5E02, 2.905E-13, 8.101E-14, 2.278E-14, 6.284E-15, 1.749E-15, 4.863E-16, 1.353E-16
6E02, 5.151E-13, 1.481E-13, 4.254E-14, 1.221E-14, 3.501E-15, 1.003E-15, 2.876E-16
7E02, 8.162E-13, 2.405E-13, 7.080E-14, 2.083E-14, 6.122E-15, 1.798E-15, 5.280E-16
8E02, 1.196E-12, 3.597E-13, 1.081E-13, 3.246E-14, 9.739E-15, 2.920E-15, 8.751E-16
9E02, 1.655E-12, 5.065E-13, 1.549E-13, 4.734E-14, 1.446E-14, 4.412E-15, 1.346E-15
1E03, 2.192E-12, 6.813E-13, 2.116E-13, 6.566E-14, 2.036E-14, 6.309E-15, 1.954E-15
2E03, 1.144E-11, 3.898E-12, 1.327E-12, 4.514E-13, 1.534E-13, 5.210E-14, 1.769E-14
3E03, 2.620E-11, 9.359E-12, 3.341E-12, 1.192E-12, 4.246E-13, 1.512E-13, 5.382E-14
4E03, 4.472E-11, 1.648E-11, 6.071E-12, 2.234E-12, 8.214E-13, 3.018E-13, 1.108E-13
5E03, 6.588E-11, 2.485E-11, 9.364E-12, 3.526E-12, 1.327E-12, 4.987E-13, 1.874E-13
6E03, 8.892E-11, 3.415E-11, 1.310E-11, 5.023E-12, 1.924E-12, 7.367E-13, 2.818E-13
7E03, 1.133E-10, 4.417E-11, 1.720E-11, 6.692E-12, 2.602E-12, 1.011E-12, 3.924E-13
8E03, 1.388E-10, 5.475E-11, 2.159E-11, 8.504E-12, 3.347E-12, 1.317E-12, 5.175E-13
9E03, 1.649E-10, 6.578E-11, 2.621E-11, 1.044E-11, 4.152E-12, 1.651E-12, 6.559E-13
1E04, 1.916E-10, 7.715E-11, 3.103E-11, 1.247E-11, 5.009E-12, 2.010E-12, 8.061E-13
2E04, 4.674E-10, 1.993E-10, 8.488E-11, 3.612E-11, 1.536E-11, 6.528E-12, 2.772E-12
3E04, 7.350E-10, 3.230E-10, 1.418E-10, 6.222E-11, 2.727E-11, 1.195E-11, 5.229E-12
4E04, 9.860E-10, 4.422E-10, 1.981E-10, 8.870E-11, 3.968E-11, 1.774E-11, 7.923E-12
5E04, 1.221E-09, 5.557E-10, 2.528E-10, 1.149E-10, 5.218E-11, 2.368E-11, 1.074E-11
6E04, 1.440E-09, 6.636E-10, 3.055E-10, 1.405E-10, 6.458E-11, 2.966E-11, 1.361E-11
7E04, 1.647E-09, 7.663E-10, 3.562E-10, 1.655E-10, 7.679E-11, 3.561E-11, 1.651E-11
8E04, 1.842E-09, 8.641E-10, 4.051E-10, 1.897E-10, 8.879E-11, 4.152E-11, 1.940E-11
9E04, 2.026E-09, 9.576E-10, 4.521E-10, 2.133E-10, 1.005E-10, 4.735E-11, 2.229E-11
1E05, 2.201E-09, 1.047E-09, 4.975E-10, 2.362E-10, 1.120E-10, 5.310E-11, 2.515E-11
2E05, 3.602E-09, 1.782E-09, 8.804E-10, 4.347E-10, 2.144E-10, 1.057E-10, 5.206E-11
3E05, 4.619E-09, 2.334E-09, 1.178E-09, 5.939E-10, 2.992E-10, 1.506E-10, 7.578E-11
4E05, 5.422E-09, 2.779E-09, 1.423E-09, 7.278E-10, 3.719E-10, 1.899E-10, 9.692E-11
5E05, 6.089E-09, 3.154E-09, 1.632E-09, 8.439E-10, 4.359E-10, 2.250E-10, 1.160E-10
6E05, 6.658E-09, 3.479E-09, 1.816E-09, 9.467E-10, 4.932E-10, 2.567E-10, 1.335E-10
7E05, 7.155E-09, 3.765E-09, 1.979E-09, 1.039E-09, 5.451E-10, 2.858E-10, 1.497E-10
8E05, 7.596E-09, 4.021E-09, 2.126E-09, 1.123E-09, 5.928E-10, 3.126E-10, 1.647E-10
9E05, 7.992E-09, 4.253E-09, 2.260E-09, 1.200E-09, 6.368E-10, 3.375E-10, 1.788E-10
1E06, 8.351E-09, 4.464E-09, 2.384E-09, 1.272E-09, 6.777E-10, 3.609E-10, 1.920E-10
2E06, 1.079E-08, 5.936E-09, 3.262E-09, 1.791E-09, 9.820E-10, 5.381E-10, 2.946E-10
3E06, 1.223E-08, 6.834E-09, 3.815E-09, 2.127E-09, 1.185E-09, 6.595E-10, 3.667E-10
4E06, 1.322E-08, 7.471E-09, 4.216E-09, 2.376E-09, 1.338E-09, 7.525E-10, 4.229E-10
5E06, 1.397E-08, 7.960E-09, 4.528E-09, 2.573E-09, 1.460E-09, 8.280E-10, 4.691E-10
6E06, 1.457E-08, 8.353E-09, 4.783E-09, 2.735E-09, 1.562E-09, 8.916E-10, 5.084E-10
