R, 15, 16, 17, 18, 19, 20, 21
1E01, 1.708E-17,    **    ,    --    ,    --    ,    --    ,    --    ,    --    
2E01, 6.972E-15, 7.562E-16, 8.202E-17,    --    ,    --    ,    --    ,    --    
3E01, 9.947E-14, 1.306E-14, 1.711E-15, 2.239E-16, 2.938E-17,    --    ,    --    
4E01, 4.956E-13, 7.312E-14, 1.077E-14, 1.584E-15, 2.326E-16, 3.426E-17,    --    
5E01, 1.509E-12, 2.417E-13, 3.863E-14, 6.165E-15, 9.826E-16, 1.565E-16,    --    
6E01, 3.479E-12, 5.927E-13, 1.008E-13, 1.711E-14, 2.902E-15, 4.914E-16, 8.327E-17
7E01, 6.723E-12, 1.203E-12, 2.150E-13, 3.834E-14, 6.829E-15, 1.215E-15, 2.160E-16
8E01, 1.152E-11, 2.147E-12, 4.004E-13, 7.420E-14, 1.376E-14, 2.549E-15, 4.717E-16
9E01, 1.811E-11, 3.492E-12, 6.723E-13, 1.292E-13, 2.480E-14, 4.754E-15, 9.103E-16
1E02, 2.667E-11, 5.298E-12, 1.050E-12, 2.079E-13, 4.110E-14, 8.114E-15, 1.600E-15
2E02, 2.403E-10, 5.663E-11, 1.332E-11, 3.128E-12, 7.333E-13, 1.717E-13, 4.017E-14
3E02, 6.888E-10, 1.766E-10, 4.519E-11, 1.155E-11, 2.946E-12, 7.507E-13, 1.910E-13
4E02, 1.336E-09, 3.616E-10, 9.771E-11, 2.636E-11, 7.099E-12, 1.910E-12, 5.132E-13
5E02, 2.140E-09, 6.025E-10, 1.693E-10, 4.750E-11, 1.331E-11, 3.723E-12, 1.040E-12
6E02, 3.067E-09, 8.902E-10, 2.579E-10, 7.459E-11, 2.154E-11, 6.213E-12, 1.790E-12
7E02, 4.091E-09, 1.217E-09, 3.613E-10, 1.071E-10, 3.170E-11, 9.371E-12, 2.767E-12
8E02, 5.190E-09, 1.576E-09, 4.776E-10, 1.445E-10, 4.367E-11, 1.318E-11, 3.972E-12
9E02, 6.349E-09, 1.962E-09, 6.052E-10, 1.864E-10, 5.732E-11, 1.760E-11, 5.400E-12
1E03, 7.555E-09, 2.371E-09, 7.426E-10, 2.322E-10, 7.251E-11, 2.261E-11, 7.044E-12
2E03, 2.074E-08, 7.134E-09, 2.450E-09, 8.396E-10, 2.874E-10, 9.824E-11, 3.354E-11
3E03, 3.407E-08, 1.229E-08, 4.425E-09, 1.590E-09, 5.708E-10, 2.046E-10, 7.325E-11
4E03, 4.673E-08, 1.739E-08, 6.461E-09, 2.396E-09, 8.873E-10, 3.281E-10, 1.212E-10
5E03, 5.861E-08, 2.232E-08, 8.484E-09, 3.220E-09, 1.220E-09, 4.617E-10, 1.745E-10
6E03, 6.972E-08, 2.704E-08, 1.046E-08, 4.043E-09, 1.560E-09, 6.011E-10, 2.313E-10
7E03, 8.014E-08, 3.154E-08, 1.239E-08, 4.858E-09, 1.902E-09, 7.438E-10, 2.905E-10
8E03, 8.993E-08, 3.584E-08, 1.425E-08, 5.659E-09, 2.244E-09, 8.883E-10, 3.513E-10
9E03, 9.917E-08, 3.995E-08, 1.606E-08, 6.445E-09, 2.582E-09, 1.033E-09, 4.131E-10
1E04, 1.079E-07, 4.388E-08, 1.780E-08, 7.213E-09, 2.918E-09, 1.179E-09, 4.755E-10
2E04, 1.762E-07, 7.587E-08, 3.261E-08, 1.399E-08, 5.993E-09, 2.564E-09, 1.095E-09
3E04, 2.238E-07, 9.939E-08, 4.404E-08, 1.948E-08, 8.602E-09, 3.793E-09, 1.671E-09
4E04, 2.604E-07, 1.180E-07, 5.336E-08, 2.409E-08, 1.086E-08, 4.886E-09, 2.196E-09
5E04, 2.898E-07, 1.334E-07, 6.124E-08, 2.807E-08, 1.284E-08, 5.868E-09, 2.678E-09
6E04, 3.145E-07, 1.465E-07, 6.807E-08, 3.157E-08, 1.462E-08, 6.761E-09, 3.122E-09
7E04, 3.356E-07, 1.579E-07, 7.409E-08, 3.471E-08, 1.623E-08, 7.580E-09, 3.535E-09
8E04, 3.539E-07, 1.679E-07, 7.947E-08, 3.754E-08, 1.770E-08, 8.337E-09, 3.921E-09
9E04, 3.702E-07, 1.769E-07, 8.433E-08, 4.013E-08, 1.906E-08, 9.041E-09, 4.283E-09
1E05, 3.847E-07, 1.850E-07, 8.877E-08, 4.251E-08, 2.032E-08, 9.700E-09, 4.624E-09
